Incident,ReferenceText,# of tokens,# of types,# of predicates,# of manual predicates,# of automatic predicates,# of frame elements,# of manual frame elements,# of automatic frame elements
http://www.wikidata.org/entity/Q60441824,Latest Georgia and Minnesota Voting Intention (12 - 17 September).naf,1583,440,298,0,298,0,0,0
http://www.wikidata.org/entity/Q60441824,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60441824,Extensive New Battleground Polling Shows Biden Gaining Ground.naf,204,123,42,0,42,0,0,0
http://www.wikidata.org/entity/Q60441824,Presidential Contest Tightens as Campaigns Move Into Eight-Week Home Stretch.naf,610,250,115,0,115,0,0,0
http://www.wikidata.org/entity/Q60441824,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60441824,What we learned from the Greater Minnesota vote in 2020.naf,1505,450,323,0,323,0,0,0
http://www.wikidata.org/entity/Q60441824,Live updates from 14 state primaries.naf,123,80,23,0,23,0,0,0
http://www.wikidata.org/entity/Q60519458,New poll shows Biden within striking distance of Trump in Texas.naf,427,192,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas counties will have only one drop-off location for mail-in ballots.naf,815,295,123,0,123,0,0,0
http://www.wikidata.org/entity/Q60519458,Young Voters are Breaking Turnout Records in Texas.naf,1553,520,323,0,323,0,0,0
http://www.wikidata.org/entity/Q60519458,Joe Biden trails Donald Trump by 5 points in Texas poll.naf,1065,332,176,0,176,0,0,0
http://www.wikidata.org/entity/Q60519458,Gov. Greg Abbott shutters drop-off locations for Texans voting by mail.naf,1644,505,391,0,391,0,0,0
http://www.wikidata.org/entity/Q60519458,"Dallas County sees record turnout for first day of early voting, Tarrant County falls just short of 2016.naf",440,181,113,0,113,0,0,0
http://www.wikidata.org/entity/Q60519458,New Poll: Beto not Liked in Texas.naf,864,332,136,0,136,0,0,0
http://www.wikidata.org/entity/Q60519458,"Elizabeth Warren Formally Announces 2020 Presidential Bid in Lawrence, Mass..naf",252,136,61,0,61,0,0,0
http://www.wikidata.org/entity/Q60519458,Extensive New Battleground Polling Shows Biden Gaining Ground.naf,204,123,42,0,42,0,0,0
http://www.wikidata.org/entity/Q60519458,"In Texas, an Emerging Problem for Democrats on the Border.naf",440,221,120,0,120,0,0,0
http://www.wikidata.org/entity/Q60519458,Polls 2020-10-28.naf,350,175,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60519458,Harris County Shatters Single-Day Early Voting Record.naf,465,200,102,0,102,0,0,0
http://www.wikidata.org/entity/Q60519458,Appeals court upholds order against Abbott’s limit on ballot drop sites.naf,591,248,140,0,140,0,0,0
http://www.wikidata.org/entity/Q60519458,Presidential Contest Tightens as Campaigns Move Into Eight-Week Home Stretch.naf,610,250,115,0,115,0,0,0
http://www.wikidata.org/entity/Q60519458,Voting and Elections.naf,110,59,18,0,18,0,0,0
http://www.wikidata.org/entity/Q60519458,Polls 2020-11-02 (larger states).naf,337,173,62,0,62,0,0,0
http://www.wikidata.org/entity/Q60519458,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas Supreme Court rejects GOP attempt to toss drive-thru votes; federal case remains pending.naf,561,247,125,0,125,0,0,0
http://www.wikidata.org/entity/Q60519458,"Harris County continues to set records with second day of 100,000-plus early voters.naf",790,304,196,0,196,0,0,0
http://www.wikidata.org/entity/Q60519458,"Another day, another 100,000 Harris County ballots cast Friday.naf",190,98,54,0,54,0,0,0
http://www.wikidata.org/entity/Q60519458,Fifth Circuit stays lower court ruling allowing multiple ballot dropoff sites.naf,358,188,94,0,94,0,0,0
http://www.wikidata.org/entity/Q60519458,2020 Texas: Biden and Beto in Dead Heat in Democratic Primary.naf,959,343,160,0,160,0,0,0
http://www.wikidata.org/entity/Q60519458,"Harris County reaches 1 million ballots cast during early voting, breaking record.naf",273,134,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60519458,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519458,"Harris County hits 100,000 ballots cast for third day in a row.naf",584,257,140,0,140,0,0,0
http://www.wikidata.org/entity/Q60519458,"Federal judge rejects GOP-led challenge to toss out over 127,000 drive-thru ballots in Harris County.naf",510,207,86,0,86,0,0,0
http://www.wikidata.org/entity/Q60519458,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519458,"Travis County early voting: 35,873 people cast ballots on first day.naf",1496,393,345,0,345,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas Poll.naf,32,27,7,0,7,0,0,0
http://www.wikidata.org/entity/Q60519458,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519458,Travis County breaks another record on 2nd day of early voting.naf,838,260,201,0,201,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas nears 2 million ballots cast as early voting surge continues.naf,323,161,85,0,85,0,0,0
http://www.wikidata.org/entity/Q60519458,Williamson County voter turnout reaches 17% in third day of early voting.naf,98,60,26,0,26,0,0,0
http://www.wikidata.org/entity/Q60519458,Texas Supreme Court allows Harris County drive-thru voting to continue.naf,985,342,226,0,226,0,0,0
http://www.wikidata.org/entity/Q7053913,"March 8th, 2008, Snowfall Totals.naf",43,32,10,0,10,0,0,0
http://www.wikidata.org/entity/Q7053913,"March 7-8, 2008, Snow Event.naf",173,110,36,0,36,0,0,0
http://www.wikidata.org/entity/Q3403123,"Gold, Glamour and Destruction.naf",1256,514,228,0,228,0,0,0
http://www.wikidata.org/entity/Q3403123,The great storm of 1859.naf,966,393,231,0,231,0,0,0
http://www.wikidata.org/entity/Q48842073,United States presidential election of 1924.naf,124,87,18,0,18,0,0,0
http://www.wikidata.org/entity/Q39047061,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q39047061,United States presidential election of 1956.naf,921,419,195,0,195,0,0,0
http://www.wikidata.org/entity/Q48843820,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q4595154,The largest hailstorm in our history.naf,425,211,95,0,95,0,0,0
http://www.wikidata.org/entity/Q4595154,Severe Hailstorm (incl Lightning).naf,582,276,142,0,142,0,0,0
http://www.wikidata.org/entity/Q1549050,The Storm by Daniel Defoe.naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q1549050,A history of great British storms.naf,457,229,113,0,113,0,0,0
http://www.wikidata.org/entity/Q1549050,The Great Storm of 26 November 1703.naf,276,153,74,0,74,0,0,0
http://www.wikidata.org/entity/Q55604835,The rise and fall and rise of politics.naf,1112,366,246,0,246,0,0,0
http://www.wikidata.org/entity/Q12858077,Nation shivers under cold snap - Weather.naf,1071,401,291,0,291,0,0,0
http://www.wikidata.org/entity/Q12858077,Storm leaves at least 1 million without power in Northeast.naf,845,318,261,0,261,0,0,0
http://www.wikidata.org/entity/Q12858077,Hundreds of Thousands Still Without Power.naf,424,188,144,0,144,0,0,0
http://www.wikidata.org/entity/Q1150855,Welcome to the National Weather Service Forecast Office in Detroit.naf,95,68,16,0,16,0,0,0
http://www.wikidata.org/entity/Q1150855,"Harbor Beach, MI (Lake Huron) Fishing Tug SEARCHLIGHT Lost, Apr 1907.naf",263,127,60,0,60,0,0,0
http://www.wikidata.org/entity/Q1150855,The White Hurricane: The worst storm in Great Lakes history.naf,754,310,166,0,166,0,0,0
http://www.wikidata.org/entity/Q1150855,"100 years after ore boat disappeared in Lake Superior storm, searchers locate wreck.naf",1918,559,423,0,423,0,0,0
http://www.wikidata.org/entity/Q4612040,Middle Temple.naf,29,25,6,0,6,0,0,0
http://www.wikidata.org/entity/Q5066472,"Chad: Authoritarian regimes, elections and coups (1962-1996).naf",740,306,94,0,94,0,0,0
http://www.wikidata.org/entity/Q30641790,United States presidential election of 1968.naf,1211,449,232,0,232,0,0,0
http://www.wikidata.org/entity/Q55604839,Election schedule earlier this time.naf,961,305,230,0,230,0,0,0
http://www.wikidata.org/entity/Q55604839,"Chowdhury, AQM Badruddoza.naf",765,312,102,0,102,0,0,0
http://www.wikidata.org/entity/Q55604839,A Q M Badruddoza Chowdhury elected president of Bangladesh.naf,119,78,23,0,23,0,0,0
http://www.wikidata.org/entity/Q55604839,Elections: Bangladesh Par 1 Oct 2001.naf,60,44,12,0,12,0,0,0
http://www.wikidata.org/entity/Q55604839,Bangladesh : Constitution and politics.naf,493,235,96,0,96,0,0,0
http://www.wikidata.org/entity/Q30644134,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30644134,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q12064441,blizzardof78.org -&nbspblizzardof78; Resources and Information..naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q12064441,"Consumer Price Index, 1800-.naf",221,79,13,0,13,0,0,0
http://www.wikidata.org/entity/Q12064441,#ThrowbackThursday: Hartford Civic Center Roof Collapse.naf,262,146,66,0,66,0,0,0
http://www.wikidata.org/entity/Q48845359,The two states that almost always predict which candidate is headed for defeat.naf,500,198,97,0,97,0,0,0
http://www.wikidata.org/entity/Q39047251,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q39047251,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q1325863,Sundance Film Review: ‘Under the Electric Sky’.naf,762,409,120,0,120,0,0,0
http://www.wikidata.org/entity/Q1325863,The history of Electric Daisy Carnival.naf,582,292,138,0,138,0,0,0
http://www.wikidata.org/entity/Q1325863,2013 Electric Daisy Carnival brought in $278 million to Clark County.naf,597,242,146,0,146,0,0,0
http://www.wikidata.org/entity/Q1325863,The World of EDC.naf,432,207,68,0,68,0,0,0
http://www.wikidata.org/entity/Q1325863,Pasquale Rotella talks heat-related EDC date change: 'It wasn’t as comfortable as it needed to be'.naf,702,288,159,0,159,0,0,0
http://www.wikidata.org/entity/Q1325863,EDC Las Vegas 2021.naf,445,252,86,0,86,0,0,0
http://www.wikidata.org/entity/Q1325863,High winds put Electric Daisy Carnival on hold during second night.naf,1150,407,262,0,262,0,0,0
http://www.wikidata.org/entity/Q1325863,"EDC Las Vegas Teams Up with Surreal For Once-in-a-Lifetime Giveaways with Kaskade, Zedd, Armin Van Burren and more!.naf",594,267,135,0,135,0,0,0
http://www.wikidata.org/entity/Q1325863,Insomniac Announces EDC Mexico Will Debut in 2014.naf,236,124,31,0,31,0,0,0
http://www.wikidata.org/entity/Q1325863,EDC NY 2015 Recap: Dance Music’s Biggest Parking Lot Rave.naf,1602,670,267,0,267,0,0,0
http://www.wikidata.org/entity/Q1325863,From Las Vegas to India - The EDC Story.naf,1168,421,240,0,240,0,0,0
http://www.wikidata.org/entity/Q1325863,"Music, art, neon: Electric Daisy Carnival is back in Orlando.naf",52,36,13,0,13,0,0,0
http://www.wikidata.org/entity/Q1325863,"Electric Daisy: Electric Daisy Carnival, a controversial rave festival, comes to Orlando's Tinker Field..naf",537,254,145,0,145,0,0,0
http://www.wikidata.org/entity/Q1325863,Official EDMLounge EDC New York Preview.naf,815,298,144,0,144,0,0,0
http://www.wikidata.org/entity/Q1325863,EDC Sets Record For Largest Stage Ever Assembled In North America.naf,244,139,47,0,47,0,0,0
http://www.wikidata.org/entity/Q1325863,WMC · Winter Music Conference.naf,116,69,27,0,27,0,0,0
http://www.wikidata.org/entity/Q1325863,EDC Orlando Returns to Florida November 2017.naf,245,121,50,0,50,0,0,0
http://www.wikidata.org/entity/Q60519449,Heartland Poll Release: Biden Leads in Midwest.naf,171,98,27,0,27,0,0,0
http://www.wikidata.org/entity/Q60519449,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519449,"Whoever Wins Iowa, They Won’t Be Back.naf",1416,506,279,0,279,0,0,0
http://www.wikidata.org/entity/Q60519449,Iowa Democratic Party Announces Delegation to National Convention.naf,476,216,104,0,104,0,0,0
http://www.wikidata.org/entity/Q60519449,Libertarian's announce caucus results.naf,63,46,10,0,10,0,0,0
http://www.wikidata.org/entity/Q60519449,Iowa: Policy Priorities and the Election.naf,106,57,10,0,10,0,0,0
http://www.wikidata.org/entity/Q60519449,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519449,"Buttigieg, Sanders in near tie.naf",1813,455,436,0,436,0,0,0
http://www.wikidata.org/entity/Q60519449,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519449,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60519449,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519449,Low voter turnout at the Iowa Libertarian Party Caucus.naf,45,21,0,0,0,0,0,0
http://www.wikidata.org/entity/Q39060199,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q48842053,United States presidential election of 1940.naf,510,265,107,0,107,0,0,0
http://www.wikidata.org/entity/Q4609262,Orange snow causes concern in Siberia.naf,478,210,105,0,105,0,0,0
http://www.wikidata.org/entity/Q4609262,'Putrid' orange snow falls in Siberia.naf,75,62,17,0,17,0,0,0
http://www.wikidata.org/entity/Q10681317,"Tornado History Project: March 13, 1993.naf",604,189,108,0,108,0,0,0
http://www.wikidata.org/entity/Q10681317,"Where were you during the Blizzard of '93? AL.com wants your pictures, memories.naf",177,108,42,0,42,0,0,0
http://www.wikidata.org/entity/Q10681317,Birmingham Cold Weather Facts.naf,976,257,80,0,80,0,0,0
http://www.wikidata.org/entity/Q7570230,Province approves disaster declarations for communities hit by tornadoes.naf,159,99,43,0,43,0,0,0
http://www.wikidata.org/entity/Q7570230,Funnel cloud over Milton from the tornado..naf,120,69,31,0,31,0,0,0
http://www.wikidata.org/entity/Q7570230,Medical building on the corner of Wakefield and Ontario Streets..naf,120,69,31,0,31,0,0,0
http://www.wikidata.org/entity/Q7570230,Ontario storms kill 1.naf,1023,372,227,0,227,0,0,0
http://www.wikidata.org/entity/Q7570230,"Tornado at Buckshot Lake, Ontario, August 20, 2009.naf",120,69,31,0,31,0,0,0
http://www.wikidata.org/entity/Q7570230,Special Weather Statements.naf,116,77,19,0,19,0,0,0
http://www.wikidata.org/entity/Q7570230,"Federal aid for tornado victims up in the air, Van Loan says.naf",425,193,98,0,98,0,0,0
http://www.wikidata.org/entity/Q7570230,Vaughan lowers count of homes deemed unsafe.naf,817,348,211,0,211,0,0,0
http://www.wikidata.org/entity/Q39060201,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q5598659,Great Appalachian storm - RyanHanrahan.com.naf,1153,437,225,0,225,0,0,0
http://www.wikidata.org/entity/Q5598659,Extreme weather records in N.J. include 110-degree scorcher.naf,328,157,74,0,74,0,0,0
http://www.wikidata.org/entity/Q13451278,2007Dec10.naf,541,256,164,0,164,0,0,0
http://www.wikidata.org/entity/Q13451278,"NOAA's NWS Forecast Office-Caribou, Maine-Preliminary Totals for the Storm of 13-14 Dec. 2007.naf",506,237,26,0,26,0,0,0
http://www.wikidata.org/entity/Q13451278,"Blizzard that walloped Ont., Que., heads to Eastern Canada.naf",618,269,132,0,132,0,0,0
http://www.wikidata.org/entity/Q13451278,"NWS Des Moines, IA Winter Weather Information.naf",31,25,10,0,10,0,0,0
http://www.wikidata.org/entity/Q13451278,snowfallTotals.naf,97,62,20,0,20,0,0,0
http://www.wikidata.org/entity/Q13451278,Preliminary Information for the December 2007 Ice Storm in Oklahoma.naf,136,66,22,0,22,0,0,0
http://www.wikidata.org/entity/Q13451278,NOAA's National Weather Service.naf,192,114,26,0,26,0,0,0
http://www.wikidata.org/entity/Q13451278,"New rain, ice hamper storm recovery effort.naf",842,348,232,0,232,0,0,0
http://www.wikidata.org/entity/Q13451278,Ice coats nation’s midsection.naf,801,320,218,0,218,0,0,0
http://www.wikidata.org/entity/Q13451278,"March 23, 2007 Severe Weather Event.naf",588,274,131,0,131,0,0,0
http://www.wikidata.org/entity/Q13451278,Winter Weather Event.naf,55,45,12,0,12,0,0,0
http://www.wikidata.org/entity/Q13451278,Northeast could see double winter whammy.naf,1026,369,293,0,293,0,0,0
http://www.wikidata.org/entity/Q13451278,Dec 9-10 Ice Storm Summary.naf,230,137,63,0,63,0,0,0
http://www.wikidata.org/entity/Q13451278,Tampa Bay Area Aviation Weather Page.naf,1269,400,2,0,2,0,0,0
http://www.wikidata.org/entity/Q13451278,From the Wichita National Weather Service Press.naf,93,61,22,0,22,0,0,0
http://www.wikidata.org/entity/Q13451278,"'Nasty' winter storms cause traffic deaths, delays.naf",1054,418,252,0,252,0,0,0
http://www.wikidata.org/entity/Q13451278,Ice and Snow Storm of December 13th.naf,494,226,29,0,29,0,0,0
http://www.wikidata.org/entity/Q13451278,National Weather Service Forecast Office.naf,749,258,144,0,144,0,0,0
http://www.wikidata.org/entity/Q13451278,"December 16-17, 2007 Winter Storms.naf",1311,495,171,0,171,0,0,0
http://www.wikidata.org/entity/Q13451278,"Ice Storm Brings Misery, Death to Midwest.naf",663,261,205,0,205,0,0,0
http://www.wikidata.org/entity/Q13451278,Winter Storm Summary.naf,441,152,89,0,89,0,0,0
http://www.wikidata.org/entity/Q13451278,"New storms headed for Midwest, Northeast.naf",890,354,255,0,255,0,0,0
http://www.wikidata.org/entity/Q13451278,Oklahomans catch a break.naf,651,281,188,0,188,0,0,0
http://www.wikidata.org/entity/Q13451278,Midwest buried under heap of snow.naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q13451278,"NOAA's NWS Forecast Office-Caribou, Maine-Snowfall Totals for the 11-12 Dec 2007 Winter Storm.naf",574,253,28,0,28,0,0,0
http://www.wikidata.org/entity/Q13451278,"Furious snow storm blows north, blankets Great Lakes states.naf",1169,468,258,0,258,0,0,0
http://www.wikidata.org/entity/Q13451278,NWS SGF Winter Summary.naf,352,142,51,0,51,0,0,0
http://www.wikidata.org/entity/Q13451278,Storm Prediction Center 20071215's Storm Reports.naf,193,95,47,0,47,0,0,0
http://www.wikidata.org/entity/Q30638578,Marine Le Pen announces bid for 2022 French presidential election.naf,220,98,55,0,55,0,0,0
http://www.wikidata.org/entity/Q39047240,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q39047240,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q60519471,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519471,Wyoming Voter Surveys: How Different Groups Voted.naf,64,47,15,0,15,0,0,0
http://www.wikidata.org/entity/Q60519471,"Wyoming: Election Tools, Deadlines, Dates, Rules, and Links.naf",96,49,24,0,24,0,0,0
http://www.wikidata.org/entity/Q60519471,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60519471,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519471,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519471,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519471,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519471,Wyoming Democratic Caucus moves to only mail-in voting.naf,37,29,9,0,9,0,0,0
http://www.wikidata.org/entity/Q39046031,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q39046031,United States presidential election of 1956.naf,921,419,195,0,195,0,0,0
http://www.wikidata.org/entity/Q60519437,Prediction 2020: Trump wins again.naf,724,289,164,0,164,0,0,0
http://www.wikidata.org/entity/Q60519437,"President Trump sees bump in Georgia following conventions, more undecided, Channel 2 poll finds.naf",26,23,5,0,5,0,0,0
http://www.wikidata.org/entity/Q60519437,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519437,Extensive New Battleground Polling Shows Biden Gaining Ground.naf,204,123,42,0,42,0,0,0
http://www.wikidata.org/entity/Q60519437,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60519437,Oann Gravis Georgia Poll.naf,580,242,67,0,67,0,0,0
http://www.wikidata.org/entity/Q60519437,Georgia Voter Purge List 2020.naf,33,28,5,0,5,0,0,0
http://www.wikidata.org/entity/Q60519437,Federal judge dismisses Trump campaign lawsuit seeking to halt Georgia election certification.naf,652,272,136,0,136,0,0,0
http://www.wikidata.org/entity/Q60519437,Polls 2020-10-28.naf,350,175,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60519437,Georgia Hand Recount: Where Votes Differed by County.naf,422,197,106,0,106,0,0,0
http://www.wikidata.org/entity/Q60519437,"The Zogby Poll®: Trump's approval is decent in the ""Peach State""; Bernie Sanders is beating Trump convincingly in Georgia; Trump is in close races with other Democratic rivals.naf",1837,348,308,0,308,0,0,0
http://www.wikidata.org/entity/Q60519437,Presidential Contest Tightens as Campaigns Move Into Eight-Week Home Stretch.naf,610,250,115,0,115,0,0,0
http://www.wikidata.org/entity/Q60519437,Polls 2020-11-02 (larger states).naf,337,173,62,0,62,0,0,0
http://www.wikidata.org/entity/Q60519437,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519437,Changing population turns Georgia into Trump-Biden battleground.naf,1349,486,290,0,290,0,0,0
http://www.wikidata.org/entity/Q60519437,Graham's one-man voting inquiry prompts confusion.naf,1345,432,296,0,296,0,0,0
http://www.wikidata.org/entity/Q60519437,Georgia presidential primaries postponed until May.naf,235,136,73,0,73,0,0,0
http://www.wikidata.org/entity/Q60519437,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519437,"Tight races in Georgia and North Carolina, while Supreme Court is another factor - Battleground Tracker.naf",1893,472,409,0,409,0,0,0
http://www.wikidata.org/entity/Q60519437,Georgia: Policy Priorities and the Election.naf,106,59,10,0,10,0,0,0
http://www.wikidata.org/entity/Q60519437,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519437,Latest Georgia Voting Intention (23 - 26 September).naf,1076,357,195,0,195,0,0,0
http://www.wikidata.org/entity/Q60519437,President Trump widens lead over Joe Biden in latest exclusive Channel 2 poll.naf,49,39,8,0,8,0,0,0
http://www.wikidata.org/entity/Q60519437,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519437,'Someone's Going To Get Killed': Election Official Blasts GOP Silence On Threats.naf,1582,403,379,0,379,0,0,0
http://www.wikidata.org/entity/Q2090886,Canadian agriculture at a glance 1999: Article.naf,1533,533,364,0,364,0,0,0
http://www.wikidata.org/entity/Q2090886,National Weather Service Forecast Office.naf,749,258,144,0,144,0,0,0
http://www.wikidata.org/entity/Q2090886,Operations : Past Operations : Operation Recuperation.naf,447,233,112,0,112,0,0,0
http://www.wikidata.org/entity/Q2090886,Ice Storm 1998.naf,885,395,199,0,199,0,0,0
http://www.wikidata.org/entity/Q2090886,The ice storm : an historic record in photographs of January 1998.naf,68,53,15,0,15,0,0,0
http://www.wikidata.org/entity/Q2090886,The St. Lawrence River Valley 1998 ice storm: maps and facts.naf,131,86,24,0,24,0,0,0
http://www.wikidata.org/entity/Q2090886,News: Taken by Storm.naf,373,189,89,0,89,0,0,0
http://www.wikidata.org/entity/Q25046275,"Rockefeller sworn in as vice president, Dec. 19, 1974.naf",358,173,67,0,67,0,0,0
http://www.wikidata.org/entity/Q23018273,NBC's Final Battleground Map Shows Clinton With a Significant Lead.naf,1112,407,163,0,163,0,0,0
http://www.wikidata.org/entity/Q23018273,Office of the Clerk of the U.S. House of Representatives.naf,43,32,10,0,10,0,0,0
http://www.wikidata.org/entity/Q30642369,United States presidential election of 1964.naf,1448,533,282,0,282,0,0,0
http://www.wikidata.org/entity/Q166283,Jarrell Tornado 20 Years Later: Survivors Remember Devastation of F5 Storm.naf,481,222,106,0,106,0,0,0
http://www.wikidata.org/entity/Q30644585,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30644585,United States presidential election of 1956.naf,921,419,195,0,195,0,0,0
http://www.wikidata.org/entity/Q8064873,Music Fete in Zaire Has Poor Box Office But Makes a Big Hit.naf,219,129,44,0,44,0,0,0
http://www.wikidata.org/entity/Q8064873,The New York Times.naf,1212,480,227,0,227,0,0,0
http://www.wikidata.org/entity/Q39046325,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q39046325,United States presidential election of 1956.naf,921,419,195,0,195,0,0,0
http://www.wikidata.org/entity/Q39059975,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q6839755,Micronesia profile - Leaders.naf,135,70,18,0,18,0,0,0
http://www.wikidata.org/entity/Q6839755,Micronesia.naf,618,272,167,0,167,0,0,0
http://www.wikidata.org/entity/Q6839755,Population of Micronesia (2020).naf,1305,464,194,0,194,0,0,0
http://www.wikidata.org/entity/Q6839755,Elections: Micronesia Congress 2017.naf,60,44,12,0,12,0,0,0
http://www.wikidata.org/entity/Q6839755,Senator Alik L. Alik.naf,615,233,95,0,95,0,0,0
http://www.wikidata.org/entity/Q6839755,Biography of President Urusemal.naf,602,225,100,0,100,0,0,0
http://www.wikidata.org/entity/Q30644113,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30644113,The fallacy of Nixon's graceful exit.naf,420,209,79,0,79,0,0,0
http://www.wikidata.org/entity/Q30644113,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q30644113,Results of 1960 Presidential Election Primaries.naf,21,16,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60441838,Post NHJournal Poll Results.naf,21,20,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60441838,Biden Leads In New Hampshire Poll.naf,117,66,20,0,20,0,0,0
http://www.wikidata.org/entity/Q60441838,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60441838,"Sanders Still Leads in NH as Primary Nears, Poll Finds.naf",343,151,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60441838,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60441838,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60441838,EXCLUSIVE: N.H. Voters Oppose Medicare For All by 2-to-1 Margin.naf,702,286,132,0,132,0,0,0
http://www.wikidata.org/entity/Q60441838,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60441838,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60441838,"New Hampshire: Election Tools, Deadlines, Dates, Rules, and Links.naf",94,61,26,0,26,0,0,0
http://www.wikidata.org/entity/Q60441838,Center for Public Opinion.naf,43,33,4,0,4,0,0,0
http://www.wikidata.org/entity/Q4610424,Bitter winter a killer in Afghanistan.naf,432,189,98,0,98,0,0,0
http://www.wikidata.org/entity/Q4599837,Storm toppled historic K.C. trees.naf,509,223,110,0,110,0,0,0
http://www.wikidata.org/entity/Q56279392,United States presidential election of 1940.naf,510,265,107,0,107,0,0,0
http://www.wikidata.org/entity/Q4601957,NWS Salt Lake City.naf,465,278,30,0,30,0,0,0
http://www.wikidata.org/entity/Q4927032,Top ten coldest recorded temperatures in the UK.naf,59,38,14,0,14,0,0,0
